split,path,class_id,class_name,width,height,area
train,data\raw\gtsrb\GTSRB\Training\00002\00005_00029.ppm,2,Speed limit 50,74,80,5920
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00000.ppm,2,Speed limit 50,25,27,675
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00001.ppm,2,Speed limit 50,26,27,702
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00002.ppm,2,Speed limit 50,27,27,729
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00003.ppm,2,Speed limit 50,27,28,756
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00004.ppm,2,Speed limit 50,27,27,729
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00005.ppm,2,Speed limit 50,28,28,784
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00006.ppm,2,Speed limit 50,29,29,841
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00007.ppm,2,Speed limit 50,30,29,870
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00008.ppm,2,Speed limit 50,29,29,841
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00009.ppm,2,Speed limit 50,31,33,1023
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00010.ppm,2,Speed limit 50,31,33,1023
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00011.ppm,2,Speed limit 50,31,33,1023
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00012.ppm,2,Speed limit 50,33,34,1122
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00013.ppm,2,Speed limit 50,33,35,1155
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00014.ppm,2,Speed limit 50,34,35,1190
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00015.ppm,2,Speed limit 50,36,36,1296
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00016.ppm,2,Speed limit 50,35,36,1260
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00017.ppm,2,Speed limit 50,38,39,1482
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00018.ppm,2,Speed limit 50,38,39,1482
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00019.ppm,2,Speed limit 50,40,41,1640
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00020.ppm,2,Speed limit 50,42,44,1848
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00021.ppm,2,Speed limit 50,44,45,1980
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00022.ppm,2,Speed limit 50,48,49,2352
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00023.ppm,2,Speed limit 50,49,51,2499
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00024.ppm,2,Speed limit 50,55,56,3080
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00025.ppm,2,Speed limit 50,57,59,3363
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00026.ppm,2,Speed limit 50,60,61,3660
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00027.ppm,2,Speed limit 50,64,69,4416
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00028.ppm,2,Speed limit 50,72,73,5256
train,data\raw\gtsrb\GTSRB\Training\00002\00006_00029.ppm,2,Speed limit 50,80,84,6720
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00000.ppm,2,Speed limit 50,35,33,1155
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00001.ppm,2,Speed limit 50,34,33,1122
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00002.ppm,2,Speed limit 50,34,33,1122
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00003.ppm,2,Speed limit 50,35,34,1190
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00004.ppm,2,Speed limit 50,37,35,1295
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00005.ppm,2,Speed limit 50,37,35,1295
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00006.ppm,2,Speed limit 50,37,37,1369
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00007.ppm,2,Speed limit 50,37,37,1369
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00008.ppm,2,Speed limit 50,39,37,1443
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00009.ppm,2,Speed limit 50,39,39,1521
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00010.ppm,2,Speed limit 50,41,39,1599
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00011.ppm,2,Speed limit 50,41,39,1599
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00012.ppm,2,Speed limit 50,41,39,1599
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00013.ppm,2,Speed limit 50,41,40,1640
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00014.ppm,2,Speed limit 50,42,41,1722
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00015.ppm,2,Speed limit 50,44,43,1892
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00016.ppm,2,Speed limit 50,46,45,2070
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00017.ppm,2,Speed limit 50,47,45,2115
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00018.ppm,2,Speed limit 50,47,46,2162
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00019.ppm,2,Speed limit 50,48,48,2304
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00020.ppm,2,Speed limit 50,51,49,2499
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00021.ppm,2,Speed limit 50,52,51,2652
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00022.ppm,2,Speed limit 50,55,54,2970
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00023.ppm,2,Speed limit 50,57,56,3192
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00024.ppm,2,Speed limit 50,59,58,3422
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00025.ppm,2,Speed limit 50,63,62,3906
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00026.ppm,2,Speed limit 50,68,64,4352
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00027.ppm,2,Speed limit 50,72,70,5040
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00028.ppm,2,Speed limit 50,74,71,5254
train,data\raw\gtsrb\GTSRB\Training\00002\00007_00029.ppm,2,Speed limit 50,82,77,6314
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00000.ppm,2,Speed limit 50,26,27,702
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00001.ppm,2,Speed limit 50,28,27,756
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00002.ppm,2,Speed limit 50,28,29,812
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00003.ppm,2,Speed limit 50,28,30,840
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00004.ppm,2,Speed limit 50,28,30,840
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00005.ppm,2,Speed limit 50,30,30,900
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00006.ppm,2,Speed limit 50,29,29,841
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00007.ppm,2,Speed limit 50,30,30,900
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00008.ppm,2,Speed limit 50,30,31,930
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00009.ppm,2,Speed limit 50,31,31,961
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00010.ppm,2,Speed limit 50,32,33,1056
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00011.ppm,2,Speed limit 50,33,35,1155
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00012.ppm,2,Speed limit 50,33,36,1188
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00013.ppm,2,Speed limit 50,36,36,1296
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00014.ppm,2,Speed limit 50,36,38,1368
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00015.ppm,2,Speed limit 50,37,37,1369
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00016.ppm,2,Speed limit 50,38,39,1482
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00017.ppm,2,Speed limit 50,38,39,1482
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00018.ppm,2,Speed limit 50,39,40,1560
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00019.ppm,2,Speed limit 50,40,41,1640
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00020.ppm,2,Speed limit 50,44,44,1936
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00021.ppm,2,Speed limit 50,46,46,2116
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00022.ppm,2,Speed limit 50,48,49,2352
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00023.ppm,2,Speed limit 50,51,51,2601
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00024.ppm,2,Speed limit 50,53,54,2862
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00025.ppm,2,Speed limit 50,57,60,3420
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00026.ppm,2,Speed limit 50,61,65,3965
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00027.ppm,2,Speed limit 50,65,70,4550
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00028.ppm,2,Speed limit 50,72,77,5544
train,data\raw\gtsrb\GTSRB\Training\00002\00008_00029.ppm,2,Speed limit 50,76,84,6384
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00000.ppm,2,Speed limit 50,37,38,1406
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00001.ppm,2,Speed limit 50,38,38,1444
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00002.ppm,2,Speed limit 50,39,39,1521
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00003.ppm,2,Speed limit 50,40,40,1600
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00004.ppm,2,Speed limit 50,41,41,1681
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00005.ppm,2,Speed limit 50,44,42,1848
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00006.ppm,2,Speed limit 50,43,43,1849
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00007.ppm,2,Speed limit 50,45,43,1935
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00008.ppm,2,Speed limit 50,46,46,2116
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00009.ppm,2,Speed limit 50,49,47,2303
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00010.ppm,2,Speed limit 50,50,48,2400
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00011.ppm,2,Speed limit 50,51,49,2499
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00012.ppm,2,Speed limit 50,52,51,2652
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00013.ppm,2,Speed limit 50,53,52,2756
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00014.ppm,2,Speed limit 50,56,54,3024
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00015.ppm,2,Speed limit 50,57,55,3135
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00016.ppm,2,Speed limit 50,64,61,3904
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00017.ppm,2,Speed limit 50,64,63,4032
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00018.ppm,2,Speed limit 50,67,68,4556
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00019.ppm,2,Speed limit 50,72,71,5112
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00020.ppm,2,Speed limit 50,76,74,5624
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00021.ppm,2,Speed limit 50,83,77,6391
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00022.ppm,2,Speed limit 50,86,83,7138
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00023.ppm,2,Speed limit 50,92,87,8004
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00024.ppm,2,Speed limit 50,98,91,8918
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00025.ppm,2,Speed limit 50,115,108,12420
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00026.ppm,2,Speed limit 50,122,115,14030
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00027.ppm,2,Speed limit 50,133,124,16492
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00028.ppm,2,Speed limit 50,142,134,19028
train,data\raw\gtsrb\GTSRB\Training\00002\00009_00029.ppm,2,Speed limit 50,146,144,21024
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00000.ppm,2,Speed limit 50,26,25,650
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00001.ppm,2,Speed limit 50,28,27,756
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00002.ppm,2,Speed limit 50,27,26,702
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00003.ppm,2,Speed limit 50,27,26,702
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00004.ppm,2,Speed limit 50,28,27,756
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00005.ppm,2,Speed limit 50,29,28,812
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00006.ppm,2,Speed limit 50,29,29,841
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00007.ppm,2,Speed limit 50,30,29,870
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00008.ppm,2,Speed limit 50,31,31,961
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00009.ppm,2,Speed limit 50,32,30,960
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00010.ppm,2,Speed limit 50,33,32,1056
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00011.ppm,2,Speed limit 50,35,33,1155
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00012.ppm,2,Speed limit 50,36,34,1224
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00013.ppm,2,Speed limit 50,37,36,1332
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00014.ppm,2,Speed limit 50,39,37,1443
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00015.ppm,2,Speed limit 50,39,38,1482
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00016.ppm,2,Speed limit 50,40,39,1560
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00017.ppm,2,Speed limit 50,42,42,1764
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00018.ppm,2,Speed limit 50,46,45,2070
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00019.ppm,2,Speed limit 50,48,48,2304
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00020.ppm,2,Speed limit 50,51,50,2550
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00021.ppm,2,Speed limit 50,54,53,2862
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00022.ppm,2,Speed limit 50,57,56,3192
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00023.ppm,2,Speed limit 50,61,58,3538
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00024.ppm,2,Speed limit 50,64,61,3904
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00025.ppm,2,Speed limit 50,74,71,5254
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00026.ppm,2,Speed limit 50,82,78,6396
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00027.ppm,2,Speed limit 50,92,87,8004
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00028.ppm,2,Speed limit 50,101,96,9696
train,data\raw\gtsrb\GTSRB\Training\00002\00010_00029.ppm,2,Speed limit 50,119,112,13328
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00000.ppm,2,Speed limit 50,28,26,728
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00001.ppm,2,Speed limit 50,27,26,702
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00002.ppm,2,Speed limit 50,28,26,728
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00003.ppm,2,Speed limit 50,28,28,784
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00004.ppm,2,Speed limit 50,30,29,870
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00005.ppm,2,Speed limit 50,30,30,900
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00006.ppm,2,Speed limit 50,30,27,810
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00007.ppm,2,Speed limit 50,30,30,900
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00008.ppm,2,Speed limit 50,29,29,841
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00009.ppm,2,Speed limit 50,34,31,1054
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00010.ppm,2,Speed limit 50,34,31,1054
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00011.ppm,2,Speed limit 50,35,32,1120
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00012.ppm,2,Speed limit 50,36,32,1152
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00013.ppm,2,Speed limit 50,36,32,1152
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00014.ppm,2,Speed limit 50,37,32,1184
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00015.ppm,2,Speed limit 50,38,34,1292
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00016.ppm,2,Speed limit 50,41,36,1476
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00017.ppm,2,Speed limit 50,41,37,1517
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00018.ppm,2,Speed limit 50,44,39,1716
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00019.ppm,2,Speed limit 50,44,41,1804
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00020.ppm,2,Speed limit 50,46,43,1978
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00021.ppm,2,Speed limit 50,48,43,2064
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00022.ppm,2,Speed limit 50,50,45,2250
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00023.ppm,2,Speed limit 50,51,46,2346
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00024.ppm,2,Speed limit 50,54,50,2700
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00025.ppm,2,Speed limit 50,58,53,3074
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00026.ppm,2,Speed limit 50,61,58,3538
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00027.ppm,2,Speed limit 50,69,63,4347
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00028.ppm,2,Speed limit 50,76,71,5396
train,data\raw\gtsrb\GTSRB\Training\00002\00011_00029.ppm,2,Speed limit 50,83,77,6391
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00000.ppm,2,Speed limit 50,43,41,1763
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00001.ppm,2,Speed limit 50,43,43,1849
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00002.ppm,2,Speed limit 50,43,43,1849
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00003.ppm,2,Speed limit 50,44,44,1936
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00004.ppm,2,Speed limit 50,46,46,2116
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00005.ppm,2,Speed limit 50,47,46,2162
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00006.ppm,2,Speed limit 50,48,47,2256
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00007.ppm,2,Speed limit 50,48,48,2304
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00008.ppm,2,Speed limit 50,50,48,2400
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00009.ppm,2,Speed limit 50,52,50,2600
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00010.ppm,2,Speed limit 50,52,51,2652
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00011.ppm,2,Speed limit 50,54,53,2862
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00012.ppm,2,Speed limit 50,58,55,3190
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00013.ppm,2,Speed limit 50,59,56,3304
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00014.ppm,2,Speed limit 50,61,58,3538
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00015.ppm,2,Speed limit 50,63,60,3780
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00016.ppm,2,Speed limit 50,69,62,4278
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00017.ppm,2,Speed limit 50,72,68,4896
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00018.ppm,2,Speed limit 50,75,71,5325
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00019.ppm,2,Speed limit 50,80,74,5920
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00020.ppm,2,Speed limit 50,83,77,6391
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00021.ppm,2,Speed limit 50,86,81,6966
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00022.ppm,2,Speed limit 50,93,84,7812
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00023.ppm,2,Speed limit 50,95,88,8360
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00024.ppm,2,Speed limit 50,100,93,9300
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00025.ppm,2,Speed limit 50,104,96,9984
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00026.ppm,2,Speed limit 50,110,104,11440
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00027.ppm,2,Speed limit 50,124,117,14508
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00028.ppm,2,Speed limit 50,131,123,16113
train,data\raw\gtsrb\GTSRB\Training\00002\00012_00029.ppm,2,Speed limit 50,143,136,19448
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00000.ppm,2,Speed limit 50,30,32,960
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00001.ppm,2,Speed limit 50,31,32,992
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00002.ppm,2,Speed limit 50,32,31,992
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00003.ppm,2,Speed limit 50,31,33,1023
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00004.ppm,2,Speed limit 50,32,33,1056
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00005.ppm,2,Speed limit 50,32,32,1024
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00006.ppm,2,Speed limit 50,32,32,1024
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00007.ppm,2,Speed limit 50,32,32,1024
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00008.ppm,2,Speed limit 50,32,33,1056
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00009.ppm,2,Speed limit 50,32,34,1088
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00010.ppm,2,Speed limit 50,32,33,1056
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00011.ppm,2,Speed limit 50,34,33,1122
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00012.ppm,2,Speed limit 50,33,36,1188
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00013.ppm,2,Speed limit 50,35,36,1260
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00014.ppm,2,Speed limit 50,36,36,1296
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00015.ppm,2,Speed limit 50,36,36,1296
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00016.ppm,2,Speed limit 50,36,37,1332
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00017.ppm,2,Speed limit 50,37,37,1369
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00018.ppm,2,Speed limit 50,36,39,1404
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00019.ppm,2,Speed limit 50,37,38,1406
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00020.ppm,2,Speed limit 50,38,40,1520
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00021.ppm,2,Speed limit 50,40,43,1720
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00022.ppm,2,Speed limit 50,41,43,1763
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00023.ppm,2,Speed limit 50,42,44,1848
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00024.ppm,2,Speed limit 50,42,45,1890
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00025.ppm,2,Speed limit 50,43,46,1978
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00026.ppm,2,Speed limit 50,46,49,2254
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00027.ppm,2,Speed limit 50,47,50,2350
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00028.ppm,2,Speed limit 50,51,53,2703
train,data\raw\gtsrb\GTSRB\Training\00002\00013_00029.ppm,2,Speed limit 50,53,56,2968
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00000.ppm,2,Speed limit 50,26,26,676
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00001.ppm,2,Speed limit 50,28,28,784
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00002.ppm,2,Speed limit 50,27,27,729
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00003.ppm,2,Speed limit 50,27,28,756
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00004.ppm,2,Speed limit 50,29,28,812
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00005.ppm,2,Speed limit 50,27,26,702
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00006.ppm,2,Speed limit 50,26,29,754
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00007.ppm,2,Speed limit 50,29,29,841
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00008.ppm,2,Speed limit 50,30,31,930
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00009.ppm,2,Speed limit 50,32,30,960
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00010.ppm,2,Speed limit 50,29,30,870
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00011.ppm,2,Speed limit 50,30,31,930
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00012.ppm,2,Speed limit 50,32,32,1024
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00013.ppm,2,Speed limit 50,36,35,1260
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00014.ppm,2,Speed limit 50,36,36,1296
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00015.ppm,2,Speed limit 50,36,35,1260
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00016.ppm,2,Speed limit 50,36,37,1332
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00017.ppm,2,Speed limit 50,38,38,1444
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00018.ppm,2,Speed limit 50,42,41,1722
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00019.ppm,2,Speed limit 50,43,43,1849
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00020.ppm,2,Speed limit 50,46,47,2162
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00021.ppm,2,Speed limit 50,49,48,2352
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00022.ppm,2,Speed limit 50,52,52,2704
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00023.ppm,2,Speed limit 50,57,56,3192
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00024.ppm,2,Speed limit 50,62,62,3844
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00025.ppm,2,Speed limit 50,69,69,4761
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00026.ppm,2,Speed limit 50,80,79,6320
train,data\raw\gtsrb\GTSRB\Training\00002\00014_00027.ppm,2,Speed limit 50,94,93,8742
